149,96,13
148,95,12
146,94,9
145,93,8
145,95,4
147,97,6
148,98,7
146,96,5
144,95,8
143,94,7
144,95,8
143,94,7
146,95,6
145,94,5
143,92,3
142,91,2
142,91,4
142,91,4
142,91,4
142,91,4
143,94,7
140,91,4
139,90,3
140,91,4
140,90,5
138,88,3
136,86,1
138,88,3
136,85,4
139,88,7
138,87,6
138,87,6
135,84,3
135,84,3
134,84,3
134,84,3
135,84,5
133,82,3
135,84,5
137,86,7
134,86,6
135,87,7
134,86,6
134,86,6
133,85,5
134,86,6
134,86,6
135,87,7
134,86,6
134,86,6
132,86,6
132,86,6
136,88,7
135,87,6
135,87,7
137,89,9
134,87,10
134,87,10
134,87,10
134,87,10
138,90,9
136,88,7
139,91,11
140,92,12
138,91,15
140,93,17
138,91,14
136,89,12
137,92,10
137,92,10
136,91,9
139,94,12
135,91,13
135,91,13
134,90,10
132,88,8
132,87,5
133,88,6
134,89,7
136,91,9
132,89,7
132,89,7
133,90,8
132,89,7
135,90,8
134,89,7
134,89,7
134,89,7
134,90,5
134,90,5
135,90,8
135,90,8
134,91,9
132,89,7
132,88,8
131,87,7
133,88,6
133,88,6
133,89,4
135,91,6
137,92,10
136,91,9
137,91,11
135,89,9
135,91,6
138,94,9
139,94,12
139,94,12
139,95,10
139,95,10
140,96,11
139,95,10
140,96,10
141,97,11
145,99,13
145,99,13
147,100,10
146,99,9
146,99,9
145,98,8
146,99,9
146,99,9
145,98,8
147,100,10
147,100,10
150,103,13
149,102,12
147,100,10
149,101,10
152,104,13
151,103,12
152,104,13
153,106,12
151,104,10
151,104,10
153,106,12
154,105,10
156,107,12
156,107,12
155,106,11
156,108,11
155,107,10
157,106,11
158,107,12
160,108,9
159,107,8
161,109,10
160,108,9
160,108,9
160,108,9
160,108,9
159,107,8
163,110,7
161,108,5
163,110,7
162,109,6
162,108,5
162,108,5
163,109,6
164,110,7
166,110,6
165,109,5
166,110,6
166,110,6
167,112,6
169,114,8
169,114,8
168,113,7
171,114,6
171,114,6
173,116,10
172,115,9
171,116,10
171,116,10
172,115,7
172,115,7
173,117,7
175,119,9
174,118,8
175,119,9
174,120,11
174,120,11
176,122,13
175,121,12
177,123,13
178,124,14
178,124,14
179,125,15
177,125,16
179,127,18
181,127,18
185,131,22
184,133,22
184,133,22
184,133,22
187,136,25
188,137,30
190,139,32
192,140,35
194,142,37
192,142,43
193,143,44
194,144,45
195,145,46
192,148,46
194,150,48
197,152,52
199,154,54
197,154,59
201,158,63
202,161,66
203,162,67
204,165,76
205,166,77
208,170,83
209,171,84
208,173,91
210,175,93
210,177,95
212,179,97
213,182,105
215,184,107
217,188,111
220,191,114
218,191,120
218,191,120
221,194,123
221,194,123
221,193,124
222,194,125
220,192,123
221,193,124
221,192,125
221,192,125
222,193,126
220,191,124
220,192,123
220,192,123
219,191,122
219,191,122
220,193,122
217,190,119
217,190,119
215,188,117
215,187,114
216,188,115
214,186,113
213,185,112
212,184,105
212,184,105
212,184,105
210,182,103
211,182,99
210,181,98
212,183,100
211,182,99
212,181,93
211,180,92
212,181,93
211,180,92
210,180,90
210,180,90
209,179,89
209,179,89
209,179,82
209,179,82
209,178,84
208,177,83
209,178,84
209,178,84
207,176,82
208,177,83
210,178,80
208,176,78
207,175,77
208,176,78
208,175,79
207,174,78
209,176,80
209,176,80
208,176,78
208,176,78
207,176,76
207,176,76
208,176,78
209,177,79
208,176,78
210,178,80
209,177,79
210,178,80
210,178,80
210,178,80
210,180,83
211,181,84
209,180,81
209,180,81
210,180,83
210,180,83
211,181,84
212,182,85
211,182,88
211,182,88
211,182,88
213,184,90
215,187,94
213,185,92
213,185,92
213,185,92
214,187,92
212,185,90
213,186,91
213,186,91
214,186,93
216,188,95
213,187,96
214,188,97
215,189,98
217,191,100
215,189,96
216,190,97
214,188,95
213,187,94
214,188,95
215,189,96
216,190,97
217,191,98
218,192,99
217,191,98
217,192,97
216,191,96
217,192,97
216,191,96
218,191,94
219,192,95
217,190,93
217,190,93
217,191,90
217,191,90
214,188,85
214,188,85
218,190,81
217,189,80
215,187,78
212,184,75
216,185,68
213,182,65
211,180,62
208,177,59
212,178,46
210,176,44
208,172,39
208,172,39
211,171,30
213,173,32
211,171,30
211,171,30
214,173,25
213,172,24
212,171,23
211,170,22
213,170,22
214,171,23
211,169,18
213,171,20
216,173,17
214,171,15
213,170,14
214,171,15
213,171,19
216,174,22
216,174,22
214,172,20
216,174,16
216,174,16
217,175,17
218,176,18
217,175,23
218,176,24
216,174,22
215,173,21
216,174,16
216,174,16
217,176,15
218,177,16
217,177,20
218,178,21
219,176,20
219,176,20
220,178,20
220,178,20
221,179,21
219,177,19
218,177,22
220,179,24
219,178,23
220,179,24
219,178,23
219,178,23
221,180,25
219,178,23
218,176,25
219,177,26
219,177,26
220,178,27
218,176,24
218,176,24
217,175,23
219,177,25
217,175,23
216,174,22
216,174,22
215,173,21
217,173,21
216,172,20
215,172,17
216,173,18
215,175,18
217,177,20
216,175,20
217,176,21
216,175,20
215,174,19
214,173,18
213,172,17
213,172,17
212,171,16
213,172,17
213,172,17
210,169,21
211,170,22
213,172,24
213,172,24
209,168,20
209,168,20
209,168,21
210,169,22
205,164,22
206,165,23
207,166,24
207,166,24
205,163,28
205,163,28
203,162,25
203,162,25
202,161,30
202,161,30
204,162,34
207,165,37
196,163,61
203,170,68
204,175,76
214,185,86
189,180,132
199,190,142
201,196,156
207,202,162
184,200,190
188,204,194
188,206,198
189,207,199
183,206,207
184,207,208
184,207,208
185,208,209
183,208,209
182,207,208
182,206,209
182,206,209
182,206,209
182,206,209
182,206,209
182,206,209
182,207,212
180,205,210
181,207,209
181,207,209
182,208,210
182,208,210
181,207,209
181,207,209
180,208,210
180,208,210
180,208,210
180,208,210
179,207,209
179,207,209
179,207,209
180,208,210
181,206,211
182,207,212
182,208,210
181,207,209
180,208,210
179,207,209
179,207,209
180,208,210
179,206,211
180,207,212
179,206,211
179,206,211
180,207,212
180,207,212
180,208,210
179,207,209
180,207,212
179,206,211
179,206,211
180,207,212
180,207,212
180,207,212
180,207,212
179,206,211
173,206,213
169,202,209
128,158,168
60,90,100
68,67,68
61,60,61
61,60,61
60,59,60
57,57,56
55,55,54
55,52,52
55,52,52
53,53,52
52,52,51
52,51,52
55,54,55
53,52,53
52,51,52
53,52,53
53,52,53
54,54,53
60,60,59
68,68,69
70,70,71
65,67,69
64,66,68
63,65,67
62,64,66
61,64,63
60,63,62
60,63,62
60,63,62
61,63,65
62,64,66
60,62,64
61,63,65
63,64,63
63,64,63
64,65,64
62,63,62
61,64,64
59,62,62
60,63,63
58,61,61
61,61,62
61,61,62
59,59,60
60,60,61
58,61,60
58,61,60
59,62,61
59,62,61
62,62,63
60,60,61
61,62,61
58,59,58
58,58,59
57,57,58
57,57,58
56,56,57
59,59,58
58,58,57
54,55,54
56,57,56
58,57,58
58,57,58
56,54,57
55,53,56
54,54,53
53,53,52
54,54,53
55,55,54
52,51,52
55,54,55
54,53,54
55,54,55
53,53,54
53,53,54
55,54,55
55,54,55
52,50,53
54,52,55
54,54,56
54,54,56
52,52,53
52,52,53
54,54,56
53,53,55
55,53,56
55,53,56
56,56,58
55,55,57
55,53,56
51,49,52
55,53,56
54,52,55
53,51,56
55,53,58
52,50,53
52,50,53
53,52,53
53,52,53
54,53,54
52,51,52
55,55,57
52,52,54
50,50,52
49,49,51
54,54,55
52,52,53
50,50,51
52,52,53
53,53,54
55,55,56
53,53,54
53,53,54
53,53,54
55,55,56
54,54,56
50,50,52
54,52,55
54,52,55
54,52,57
56,54,59
52,51,52
53,52,53
52,51,52
54,53,54
152,99,16
147,94,11
146,94,9
147,95,10
146,96,5
147,97,6
148,98,7
147,97,6
144,95,8
143,94,7
143,94,7
143,94,7
146,95,6
146,95,6
146,95,6
144,93,4
142,91,4
143,92,5
143,92,5
143,92,5
141,92,5
139,90,3
139,90,3
141,92,5
140,90,5
140,90,5
138,88,3
138,88,3
137,86,5
137,86,5
138,87,6
138,87,6
138,87,6
135,84,3
134,84,3
136,86,5
135,84,5
134,83,4
135,84,5
137,86,7
135,87,7
134,86,6
134,86,6
133,85,5
135,87,7
135,87,7
133,85,5
133,85,5
132,84,4
134,86,6
133,87,7
133,87,7
135,87,6
134,86,5
136,88,8
136,88,8
135,88,11
134,87,10
135,88,11
135,88,11
136,88,7
137,89,8
137,89,9
138,90,10
138,91,15
140,93,17
138,91,14
136,89,12
136,91,9
137,92,10
137,92,10
137,92,10
132,88,10
135,91,13
134,90,10
133,89,9
135,90,8
135,90,8
135,90,8
135,90,8
133,90,8
133,90,8
133,90,8
133,90,8
136,91,9
134,89,7
134,89,7
134,89,7
134,90,5
134,90,5
134,89,7
134,89,7
132,89,7
134,91,9
134,90,10
133,89,9
134,89,7
135,90,8
135,91,6
135,91,6
136,91,9
135,90,8
137,91,11
138,92,12
136,92,7
139,95,10
139,94,12
137,92,10
137,93,8
139,95,10
141,97,12
139,95,10
139,95,9
139,95,9
142,96,10
143,97,11
148,101,11
147,100,10
147,100,10
146,99,9
146,99,9
148,101,11
147,100,10
148,101,11
149,102,12
150,103,13
149,102,12
149,102,12
151,103,12
152,104,13
153,105,14
151,103,12
152,105,11
